Date,EnquiryType,Postcode sector,Ward Lookup or Given,What assistance do you require?,How urgent is your need?,,,,,,,
30/04/2020 00:00,Declined Help,LS11 6,Hunslet & Riverside,,,,,,,,,
30/04/2020 00:00,Declined Help,LS7 4,Chapel Allerton,,,,,,,,,
30/04/2020 00:00,Declined Help,LS28 9,Pudsey,,,,,,,,,
30/04/2020 00:00,Declined Help,LS23 6,Wetherby,,,,,,,,,
30/04/2020 00:00,Declined Help,LS11 5,Hunslet & Riverside,,,,,,,,,
30/04/2020 00:00,Declined Help,WF3 1,Ardsley & Robin Hood,,,,,,,,,
30/04/2020 00:00,Declined Help,LS9 0,Burmantofts & Richmond Hill,,,,,,,,,
30/04/2020 00:00,Declined Help,LS10 2,Hunslet & Riverside,,,,,,,,,
30/04/2020 00:00,Declined Help,LS26 0,Rothwell,,,,,,,,,
30/04/2020 00:00,Declined Help,LS11 6,Hunslet & Riverside,,,,,,,,,
30/04/2020 00:00,Declined Help,LS15 0,Temple Newsam,,,,,,,,,
30/04/2020 00:00,Declined Help,LS28 5,Calverley & Farsley,,,,,,,,,
30/04/2020 00:00,Declined Help,LS27 7,Morley North,,,,,,,,,
30/04/2020 00:00,Declined Help,LS10 3,Middleton Park,,,,,,,,,
30/04/2020 00:00,Declined Help,LS8 2,Roundhay,,,,,,,,,
30/04/2020 00:00,Declined Help,LS7 4,Chapel Allerton,,,,,,,,,
30/04/2020 00:00,Declined Help,LS11 5,Hunslet & Riverside,,,,,,,,,
30/04/2020 00:00,Declined Help,LS10 4,Middleton Park,,,,,,,,,
30/04/2020 00:00,Declined Help,LS9 8,Burmantofts & Richmond Hill,,,,,,,,,
30/04/2020 00:00,Declined Help,LS13 1,Bramley & Stanningley,,,,,,,,,
30/04/2020 00:00,Declined Help,LS27 8,Morley South,,,,,,,,,
30/04/2020 00:00,Outbound - voicemail callback,LS25 7,Kippax & Methley,,,,,,,,,
30/04/2020 00:00,Outbound - voicemail callback,LS8 1,Roundhay,Help with food and essential shopping,Green - Required in 7 days or more,,,,,,,
30/04/2020 00:00,Outbound - voicemail callback,LS9 8,Burmantofts & Richmond Hill,,,,,,,,,
30/04/2020 00:00,Passed to ASC,LS18 4,Horsforth,,,,,,,,,
30/04/2020 00:00,Passed to ASC,LS13 1,Bramley & Stanningley,,,,,,,,,
29/04/2020 00:00,Assistance required,LS9 9,Burmantofts & Richmond Hill,Food parcel|Fuel top up (pre-payment meter only),Amber - Required in 2-6 days,,,,,,,
29/04/2020 00:00,Assistance required,LS10 4,Middleton Park,Help with food and essential shopping|Fuel top up (pre-payment meter only),Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS9 0,Temple Newsam,Food parcel,Green - Required in 7 days or more,,,,,,,
29/04/2020 00:00,Assistance required,LS12 3,Armley,Food parcel|Fuel top up (pre-payment meter only),Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS14 5,Cross Gates & Whinmoor,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS15 0,Temple Newsam,Fuel top up (pre-payment meter only),Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS11 7,Beeston & Holbeck,Help with food and essential shopping|Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS9 9,Burmantofts & Richmond Hill,Help with food and essential shopping|Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,WF3 1,Morley South,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS10 2,Hunslet & Riverside,Food parcel|Fuel top up (pre-payment meter only),Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS8 3,Gipton & Harehills,Help with food and essential shopping|Food parcel|Fuel top up (pre-payment meter only),Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS9 7,Burmantofts & Richmond Hill,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS10 4,Middleton Park,Food parcel|Fuel top up (pre-payment meter only),Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS15 0,Temple Newsam,,,,,,,,,
29/04/2020 00:00,Assistance required,LS9 7,Burmantofts & Richmond Hill,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS27 0,Morley South,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS15 0,Temple Newsam,,,,,,,,,
29/04/2020 00:00,Assistance required,LS25 7,Kippax & Methley,Help with food and essential shopping,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS13 2,Bramley & Stanningley,Befriending and reassurance (by phone),Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS13 1,Calverley & Farsley,Pick up a prescription,Green - Required in 7 days or more,,,,,,,
29/04/2020 00:00,Assistance required,LS8 3,Gipton & Harehills,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS14 5,Cross Gates & Whinmoor,Fuel top up (pre-payment meter only),Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS27 0,Morley South,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS9 7,Burmantofts & Richmond Hill,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS28 8,Pudsey,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS8 3,Killingbeck & Seacroft,Pick up a prescription,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,BD11 1,Morley North,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS11 0,Beeston & Holbeck,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS16 6,Weetwood,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,WF3 2,Ardsley & Robin Hood,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS15 7,Temple Newsam,Pick up a prescription,Amber - Required in 2-6 days,,,,,,,
29/04/2020 00:00,Assistance required,LS28 8,Pudsey,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS11 0,Beeston & Holbeck,,,,,,,,,
29/04/2020 00:00,Assistance required,LS6 2,Headingley & Hyde Park,Fuel top up (pre-payment meter only),Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS9 6,Gipton & Harehills,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS27 0,Morley South,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS8 5,Gipton & Harehills,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS6 1,Headingley & Hyde Park,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS28 5,Calverley & Farsley,Pick up a prescription,Green - Required in 7 days or more,,,,,,,
29/04/2020 00:00,Assistance required,LS15 7,Temple Newsam,Pick up a prescription,Amber - Required in 2-6 days,,,,,,,
29/04/2020 00:00,Assistance required,LS11 8,Beeston & Holbeck,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS9 7,Burmantofts & Richmond Hill,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS28 7,Pudsey,Pick up a prescription,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS8 5,Gipton & Harehills,Help with food and essential shopping,Amber - Required in 2-6 days,,,,,,,
29/04/2020 00:00,Assistance required,LS9 6,Burmantofts & Richmond Hill,Help with food and essential shopping|Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS8 1,Roundhay,Help with food and essential shopping,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS7 2,Chapel Allerton,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS11 9,Beeston & Holbeck,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS20 8,Guiseley & Rawdon,Pick up a prescription,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS12 1,Armley,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,WF3 1,Ardsley & Robin Hood,Help with food and essential shopping,Green - Required in 7 days or more,,,,,,,
29/04/2020 00:00,Assistance required,LS12 5,Farnley & Wortley,Help with food and essential shopping|Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS14 6,Killingbeck & Seacroft,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS22 6,Wetherby,Pick up a prescription,Amber - Required in 2-6 days,,,,,,,
29/04/2020 00:00,Assistance required,LS20 8,Guiseley & Rawdon,Pick up a prescription,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS9 9,Burmantofts & Richmond Hill,Food parcel|Fuel top up (pre-payment meter only),Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS9 7,Burmantofts & Richmond Hill,Food parcel|Fuel top up (pre-payment meter only),Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS8 5,Gipton & Harehills,Help with food and essential shopping,Amber - Required in 2-6 days,,,,,,,
29/04/2020 00:00,Assistance required,LS13 1,Bramley & Stanningley,,,,,,,,,
29/04/2020 00:00,Assistance required,,Morley North,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS7 1,Little London & Woodhouse,Help with food and essential shopping,Amber - Required in 2-6 days,,,,,,,
29/04/2020 00:00,Assistance required,LS8 2,Roundhay,Food parcel|Fuel top up (pre-payment meter only),Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS12 2,Armley,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS6 2,Headingley & Hyde Park,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS9 0,Burmantofts & Richmond Hill,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS9 0,Temple Newsam,Befriending and reassurance (by phone),Amber - Required in 2-6 days,,,,,,,
29/04/2020 00:00,Assistance required,LS12 3,Armley,Pick up a prescription,Amber - Required in 2-6 days,,,,,,,
29/04/2020 00:00,Assistance required,LS9 0,Temple Newsam,Help with food and essential shopping,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS21 2,Otley & Yeadon,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS7 2,Chapel Allerton,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS10 4,Middleton Park,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS13 3,Bramley & Stanningley,Pick up a prescription,Green - Required in 7 days or more,,,,,,,
29/04/2020 00:00,Assistance required,LS12 3,Armley,Pick up a prescription,Amber - Required in 2-6 days,,,,,,,
29/04/2020 00:00,Assistance required,LS6 2,Headingley & Hyde Park,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS16 7,Adel & Wharfedale,Food parcel,Amber - Required in 2-6 days,,,,,,,
29/04/2020 00:00,Assistance required,LS19 7,Otley & Yeadon,Help with food and essential shopping,Green - Required in 7 days or more,,,,,,,
29/04/2020 00:00,Assistance required,LS7 2,Chapel Allerton,,,,,,,,,
29/04/2020 00:00,Assistance required,LS9 0,Temple Newsam,Help with food and essential shopping,Amber - Required in 2-6 days,,,,,,,
29/04/2020 00:00,Assistance required,LS11 8,Beeston & Holbeck,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS8 3,Gipton & Harehills,Food parcel|Fuel top up (pre-payment meter only),Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS12 2,Armley,Food parcel,Amber - Required in 2-6 days,,,,,,,
29/04/2020 00:00,Assistance required,LS10 3,Middleton Park,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS8 5,Gipton & Harehills,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS7 1,Little London & Woodhouse,Food parcel|Fuel top up (pre-payment meter only),Amber - Required in 2-6 days,,,,,,,
29/04/2020 00:00,Assistance required,LS14 6,Killingbeck & Seacroft,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS8 5,Gipton & Harehills,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS8 3,Gipton & Harehills,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS12 2,Armley,Fuel top up (pre-payment meter only),Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS8 5,Gipton & Harehills,Help with food and essential shopping,Amber - Required in 2-6 days,,,,,,,
29/04/2020 00:00,Assistance required,LS17 5,Moortown,Help with food and essential shopping,Amber - Required in 2-6 days,,,,,,,
29/04/2020 00:00,Assistance required,LS11 8,Beeston & Holbeck,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS10 3,Middleton Park,Food parcel|Fuel top up (pre-payment meter only),Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS10 4,Middleton Park,Help with food and essential shopping|Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS17 6,Moortown,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS14 1,Killingbeck & Seacroft,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS26 0,Rothwell,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS20 8,Guiseley & Rawdon,Help with food and essential shopping,Amber - Required in 2-6 days,,,,,,,
29/04/2020 00:00,Assistance required,LS13 2,Bramley & Stanningley,Food parcel|Fuel top up (pre-payment meter only),Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS7 2,Chapel Allerton,Help with food and essential shopping|Pick up a prescription|Fuel top up (pre-payment meter only),Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS7 3,Chapel Allerton,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS21 3,Otley & Yeadon,Help with food and essential shopping,Amber - Required in 2-6 days,,,,,,,
29/04/2020 00:00,Assistance required,LS11 6,Hunslet & Riverside,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS10 3,Middleton Park,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS9 9,Burmantofts & Richmond Hill,Befriending and reassurance (by phone),Amber - Required in 2-6 days,,,,,,,
29/04/2020 00:00,Assistance required,LS7 2,Chapel Allerton,Help with food and essential shopping,Amber - Required in 2-6 days,,,,,,,
29/04/2020 00:00,Assistance required,LS9 9,Burmantofts & Richmond Hill,Fuel top up (pre-payment meter only),Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS11 6,Hunslet & Riverside,Help with food and essential shopping|Fuel top up (pre-payment meter only),Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS9 9,Burmantofts & Richmond Hill,Fuel top up (pre-payment meter only),Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS7 3,Chapel Allerton,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS7 1,Little London & Woodhouse,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS19 7,Otley & Yeadon,Pick up a prescription,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS11 5,Hunslet & Riverside,Help with food and essential shopping,Green - Required in 7 days or more,,,,,,,
29/04/2020 00:00,Assistance required,LS6 3,Kirkstall,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS13 2,Bramley & Stanningley,Help with food and essential shopping|Food parcel|Fuel top up (pre-payment meter only),Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS15 4,Harewood,Pick up a prescription,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS23 6,Wetherby,Pick up a prescription,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS11 6,Hunslet & Riverside,Fuel top up (pre-payment meter only),Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS8 1,Roundhay,Food parcel,Amber - Required in 2-6 days,,,,,,,
29/04/2020 00:00,Assistance required,LS9 7,Burmantofts & Richmond Hill,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,WF3 1,Morley South,Help with food and essential shopping|Befriending and reassurance (by phone),Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS16 5,Kirkstall,Food parcel,Amber - Required in 2-6 days,,,,,,,
29/04/2020 00:00,Assistance required,LS9 9,Burmantofts & Richmond Hill,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS10 2,Hunslet & Riverside,Pick up a prescription,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS11 5,Hunslet & Riverside,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS12 2,Armley,Food parcel|Fuel top up (pre-payment meter only),Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS17 8,Alwoodley,,,,,,,,,
29/04/2020 00:00,Assistance required,LS7 4,Chapel Allerton,Food parcel,Green - Required in 7 days or more,,,,,,,
29/04/2020 00:00,Assistance required,LS10 3,Middleton Park,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS13 4,Pudsey,Fuel top up (pre-payment meter only),Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS28 7,Pudsey,Food parcel|Fuel top up (pre-payment meter only),Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS12 3,Armley,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS28 7,Pudsey,Help with food and essential shopping,Amber - Required in 2-6 days,,,,,,,
29/04/2020 00:00,Assistance required,LS12 3,Armley,Fuel top up (pre-payment meter only),Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS10 4,Middleton Park,Help with food and essential shopping|Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS10 3,Middleton Park,Food parcel|Fuel top up (pre-payment meter only),Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS26 0,Rothwell,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS11 0,Beeston & Holbeck,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS7 2,Chapel Allerton,Help with food and essential shopping,Amber - Required in 2-6 days,,,,,,,
29/04/2020 00:00,Assistance required,LS27 7,Morley North,Pick up a prescription,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS12 3,Farnley & Wortley,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS7 4,Chapel Allerton,Food parcel|Fuel top up (pre-payment meter only),Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS9 0,Burmantofts & Richmond Hill,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS7 3,Chapel Allerton,Food parcel,Amber - Required in 2-6 days,,,,,,,
29/04/2020 00:00,Assistance required,LS2 7,Little London & Woodhouse,Help with food and essential shopping|Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS27 0,Morley South,Fuel top up (pre-payment meter only),Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS9 7,Burmantofts & Richmond Hill,,,,,,,,,
29/04/2020 00:00,Assistance required,LS11 0,Beeston & Holbeck,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS22 6,Wetherby,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS26 0,Rothwell,Help with food and essential shopping|Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS11 8,Beeston & Holbeck,Food parcel|Fuel top up (pre-payment meter only),Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS8 1,Roundhay,Fuel top up (pre-payment meter only),Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS14 1,Killingbeck & Seacroft,Help with food and essential shopping,Amber - Required in 2-6 days,,,,,,,
29/04/2020 00:00,Assistance required,,Kippax & Methley,Pick up a prescription,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS10 2,Hunslet & Riverside,Help with food and essential shopping|Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS15 0,Temple Newsam,Food parcel|Fuel top up (pre-payment meter only),Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS5 3,Kirkstall,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS10 3,Middleton Park,Help with food and essential shopping,Amber - Required in 2-6 days,,,,,,,
29/04/2020 00:00,Assistance required,LS9 6,Gipton & Harehills,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,,Morley South,Pick up a prescription,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS17 6,Moortown,Food parcel|Fuel top up (pre-payment meter only),Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS7 1,Little London & Woodhouse,Food parcel|Fuel top up (pre-payment meter only),Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS9 6,Gipton & Harehills,,,,,,,,,
29/04/2020 00:00,Assistance required,LS28 8,Pudsey,Help with food and essential shopping|Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS6 1,Headingley & Hyde Park,,,,,,,,,
29/04/2020 00:00,Assistance required,LS9 7,Burmantofts & Richmond Hill,Food parcel|Fuel top up (pre-payment meter only),Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS13 4,Pudsey,Fuel top up (pre-payment meter only),Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS14 1,Killingbeck & Seacroft,Food parcel|Fuel top up (pre-payment meter only),Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS11 6,Hunslet & Riverside,Food parcel|Fuel top up (pre-payment meter only),Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS14 3,Harewood,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS16 5,Kirkstall,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS6 1,Little London & Woodhouse,Food parcel|Fuel top up (pre-payment meter only),Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS8 1,Roundhay,Help with food and essential shopping,Amber - Required in 2-6 days,,,,,,,
29/04/2020 00:00,Assistance required,LS10 4,Middleton Park,Food parcel|Fuel top up (pre-payment meter only),Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS9 9,Burmantofts & Richmond Hill,Help with food and essential shopping|Food parcel|Befriending and reassurance (by phone),Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS15 8,Cross Gates & Whinmoor,Food parcel,Amber - Required in 2-6 days,,,,,,,
29/04/2020 00:00,Assistance required,LS17 8,Alwoodley,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS7 4,Chapel Allerton,Help with food and essential shopping,Amber - Required in 2-6 days,,,,,,,
29/04/2020 00:00,Assistance required,LS9 9,Burmantofts & Richmond Hill,Help with food and essential shopping|Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS11 7,Hunslet & Riverside,Food parcel|Fuel top up (pre-payment meter only),Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,WF3 1,Morley South,Help with food and essential shopping|Pick up a prescription,Amber - Required in 2-6 days,,,,,,,
29/04/2020 00:00,Assistance required,LS13 3,Bramley & Stanningley,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS16 6,Weetwood,Food parcel|Fuel top up (pre-payment meter only),Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS8 2,Roundhay,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,BD11 1,Morley North,Help with food and essential shopping,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS26 9,Kippax & Methley,Food parcel,Amber - Required in 2-6 days,,,,,,,
29/04/2020 00:00,Assistance required,LS10 3,Middleton Park,Food parcel|Fuel top up (pre-payment meter only),Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS19 7,Otley & Yeadon,Help with food and essential shopping|Pick up a prescription,Amber - Required in 2-6 days,,,,,,,
29/04/2020 00:00,Assistance required,LS17 6,Moortown,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS26 0,Rothwell,Help with food and essential shopping|Fuel top up (pre-payment meter only),Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS14 6,Killingbeck & Seacroft,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS13 4,Pudsey,Fuel top up (pre-payment meter only),Amber - Required in 2-6 days,,,,,,,
29/04/2020 00:00,Assistance required,LS8 3,Gipton & Harehills,Help with food and essential shopping,Amber - Required in 2-6 days,,,,,,,
29/04/2020 00:00,Assistance required,LS3 1,Little London & Woodhouse,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS17 8,Alwoodley,Befriending and reassurance (by phone),Amber - Required in 2-6 days,,,,,,,
29/04/2020 00:00,Assistance required,LS4 2,Kirkstall,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS15 0,Temple Newsam,Food parcel|Fuel top up (pre-payment meter only),Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS13 4,Farnley & Wortley,Food parcel|Fuel top up (pre-payment meter only),Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS15 0,Temple Newsam,Food parcel|Fuel top up (pre-payment meter only),Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS15 0,Temple Newsam,Help with food and essential shopping,Amber - Required in 2-6 days,,,,,,,
29/04/2020 00:00,Assistance required,LS9 6,Burmantofts & Richmond Hill,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS15 0,Temple Newsam,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,BD11 1,Morley North,Pick up a prescription,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS17 5,Alwoodley,Help with food and essential shopping|Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS10 3,Middleton Park,Help with food and essential shopping,Amber - Required in 2-6 days,,,,,,,
